Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size (sq. ft.),Price_per_sqft,PropertyType_Furnishing,Furnishing_Fully Furnished,Furnishing_Partly Furnished,Furnishing_Unfurnished
"Cheras, Kuala Lumpur",1800000.0,5,6,4,3,35.0,10.847968605632383,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",495000.0,3,3,3,1,1250.0,5.983936280687191,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",477000.0,3,3,2,1,1250.0,5.946990057006152,2538,0,0,1
"KLCC, Kuala Lumpur",880000.0,1,1,1,1,710.0,7.123218709298019,8694,1,0,0
"KLCC, Kuala Lumpur",1687700.0,4,4,2,1,2411.0,6.55250788703459,12911,0,1,0
"KLCC, Kuala Lumpur",1680000.0,5,4,2,1,2486.0,6.517352747444779,8694,1,0,0
"KLCC, Kuala Lumpur",1598250.0,3,3,2,1,2131.0,6.621405651764134,8694,1,0,0
"KLCC, Kuala Lumpur",3390000.0,5,5,2,1,4520.0,6.621405651764134,8694,1,0,0
"City Centre, Kuala Lumpur",1372150.0,4,3,1,1,2111.0,6.478509642208569,12911,0,1,0
"Cheras, Kuala Lumpur",535000.0,1,1,1,1,762.0,6.5554987559051,12911,0,1,0
"Bukit Bintang, Kuala Lumpur",1460000.0,2,2,2,1,1012.0,7.274956054404056,8694,1,0,0
"Cheras, Kuala Lumpur",599000.0,4,2,2,1,1280.0,6.150536135096263,8694,1,0,0
"Cheras, Kuala Lumpur",395000.0,2,1,1,1,695.0,6.344487145893662,8694,1,0,0
"Cheras, Kuala Lumpur",568000.0,4,3,2,3,20.0,10.254179634797001,722,0,0,1
"Mont Kiara, Kuala Lumpur",2934400.0,5,5,3,1,3668.0,6.68586094706836,12911,0,1,0
"Salak Selatan, Kuala Lumpur",669100.0,3,2,2,1,1123.0,6.391606817072047,12911,0,1,0
"Cheras, Kuala Lumpur",625000.0,2,2,2,1,897.0,6.547885237744571,2538,0,0,1
"Cheras, Kuala Lumpur",625000.0,2,2,2,1,897.0,6.547885237744571,12911,0,1,0
"KL Sentral, Kuala Lumpur",1820000.0,2,2,1,1,1399.0,7.171602470422004,12911,0,1,0
"Setapak, Kuala Lumpur",600000.0,3,2,2,1,1000.0,6.398594934535208,8694,1,0,0
"Cheras, Kuala Lumpur",618000.0,3,2,2,1,914.0,6.517891036796258,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",368000.0,3,2,2,1,950.0,5.961954427891926,12911,0,1,0
"Jalan Kuching, Kuala Lumpur",1150000.0,4,3,2,1,1800.0,6.461294550170453,8694,1,0,0
"Taman Desa, Kuala Lumpur",1600000.0,4,2,2,1,1712.0,6.841166058466342,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",5100000.0,6,6,4,4,6400.0,6.681951943576221,843,0,1,0
"Sri Petaling, Kuala Lumpur",420000.0,1,1,1,1,735.0,6.349887961580832,8694,1,0,0
"Sri Petaling, Kuala Lumpur",930000.0,4,4,3,1,2024.0,6.132282814001781,8694,1,0,0
"KLCC, Kuala Lumpur",1800000.0,2,2,1,1,1249.0,7.273892361000116,8694,1,0,0
"Bukit Bintang, Kuala Lumpur",1380000.0,3,2,2,1,1555.0,6.789489409738574,8694,1,0,0
"Cheras, Kuala Lumpur",3700000.0,8,8,5,4,9900.0,5.926225443919769,843,0,1,0
"Sentul, Kuala Lumpur",588000.0,4,3,2,1,1232.0,6.170181128932437,8694,1,0,0
"Sentul, Kuala Lumpur",548000.0,3,2,2,1,1062.0,6.248057444918113,8694,1,0,0
"Sri Hartamas, Kuala Lumpur",3600000.0,4,4,3,3,26.0,11.838355087600998,2861,0,1,0
"Mont Kiara, Kuala Lumpur",1650000.0,4,3,2,1,2020.0,6.706656549132057,12911,0,1,0
"Mont Kiara, Kuala Lumpur",720000.0,4,2,1,1,1399.0,6.245434686591621,8694,1,0,0
"Ampang, Kuala Lumpur",1280000.0,4,3,2,1,1735.0,6.604962494446363,12911,0,1,0
"Seputeh, Kuala Lumpur",680000.0,2,2,2,1,1025.0,6.498906403604849,8694,1,0,0
"Mont Kiara, Kuala Lumpur",720000.0,3,2,1,1,1280.0,6.334167333479831,8694,1,0,0
"Mont Kiara, Kuala Lumpur",950000.0,3,2,1,1,1280.0,6.610948368197797,8694,1,0,0
"Mont Kiara, Kuala Lumpur",830000.0,3,2,1,1,1399.0,6.387352128343996,8694,1,0,0
"Mont Kiara, Kuala Lumpur",900000.0,3,2,1,1,1400.0,6.467476873635335,8694,1,0,0
"Mont Kiara, Kuala Lumpur",720000.0,3,2,1,1,1208.0,6.391961484378422,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2100000.0,4,4,3,1,2535.0,6.7207054015143886,8694,1,0,0
"Mont Kiara, Kuala Lumpur",720000.0,3,2,1,1,1250.0,6.3578422665081,8694,1,0,0
"Mont Kiara, Kuala Lumpur",750000.0,2,2,2,1,913.0,6.712309197901409,8694,1,0,0
"Mont Kiara, Kuala Lumpur",750000.0,2,2,1,1,913.0,6.712309197901409,8694,1,0,0
"Mont Kiara, Kuala Lumpur",600000.0,1,1,1,1,750.0,6.68586094706836,8694,1,0,0
"Mont Kiara, Kuala Lumpur",720000.0,2,2,1,1,913.0,6.671537862649396,8694,1,0,0
"Cheras, Kuala Lumpur",3800000.0,8,6,5,4,9500.0,5.993961427306569,843,0,1,0
"Cheras, Kuala Lumpur",960000.0,6,4,4,3,20.0,10.778977123006351,2861,0,1,0
"Mont Kiara, Kuala Lumpur",2750000.0,5,5,3,1,3317.0,6.721500885661014,8694,1,0,0
"Sri Petaling, Kuala Lumpur",535000.0,3,3,2,1,1221.0,6.0848761943972445,12911,0,1,0
"Taman Desa, Kuala Lumpur",599000.0,3,2,1,1,935.0,6.464030065707783,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",839000.0,4,3,2,1,1535.0,6.305508212822344,12911,0,1,0
"Titiwangsa, Kuala Lumpur",640000.0,3,2,1,1,1100.0,6.367875271188887,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1050000.0,4,3,2,1,1339.0,6.6658968021122895,12911,0,1,0
"Cheras, Kuala Lumpur",650000.0,4,2,3,1,1496.0,6.0764763773161,12911,0,1,0
"Cheras, Kuala Lumpur",650000.0,2,2,1,1,987.0,6.491574912279802,12911,0,1,0
"KL City, Kuala Lumpur",399999.0,3,2,1,1,860.0,6.144432634260381,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",785000.0,4,3,2,1,1415.0,6.320355111818306,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1050000.0,4,4,2,1,1875.0,6.329720905522696,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",630000.0,3,2,2,1,1201.0,6.2644698107164665,12911,0,1,0
"Setapak, Kuala Lumpur",455000.0,4,2,2,1,1272.0,5.882498657994346,12911,0,1,0
"Setapak, Kuala Lumpur",370000.0,3,2,1,1,1001.0,5.915205257688509,12911,0,1,0
"Cheras, Kuala Lumpur",730000.0,4,3,2,3,1300.0,6.332459507809414,2861,0,1,0
"Mont Kiara, Kuala Lumpur",1200000.0,2,2,1,1,1029.0,7.062346511481094,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2650750.0,3,4,3,1,2305.0,7.048386408721883,12911,0,1,0
"Mont Kiara, Kuala Lumpur",908000.0,2,2,1,1,873.0,6.94802509358771,12911,0,1,0
"Salak Selatan, Kuala Lumpur",305000.0,3,2,1,0,936.0,5.789515732255149,627,0,1,0
"Dutamas, Kuala Lumpur",1200000.0,3,4,2,1,1520.0,6.6726323660391405,8694,1,0,0
"Setapak, Kuala Lumpur",460000.0,3,2,2,1,993.0,6.14040747343655,12911,0,1,0
"Damansara Heights, Kuala Lumpur",2600000.0,4,3,2,1,2800.0,6.8347236504396705,8694,1,0,0
"Dutamas, Kuala Lumpur",4200000.0,5,4,2,3,2400.0,7.467942332285852,533,1,0,0
"Cheras, Kuala Lumpur",1050000.0,5,5,4,3,22.0,10.773279220936844,2861,0,1,0
"Cheras, Kuala Lumpur",1000000.0,2,2,1,1,931.0,6.980181847575504,8694,1,0,0
"Cheras, Kuala Lumpur",1200000.0,2,2,1,1,883.0,7.215242476894987,8694,1,0,0
"Cheras, Kuala Lumpur",890000.0,2,1,1,0,694.0,7.157284252615628,154,1,0,0
"Cheras, Kuala Lumpur",800000.0,1,1,1,0,689.0,7.057986614973432,627,0,1,0
"Cheras, Kuala Lumpur",1000000.0,2,2,1,1,850.0,7.07112384743449,2538,0,0,1
"Cheras, Kuala Lumpur",1000000.0,2,2,1,1,883.0,7.033067967745151,2538,0,0,1
"Cheras, Kuala Lumpur",990000.0,2,2,1,1,883.0,7.023026543175164,12911,0,1,0
"Ampang, Kuala Lumpur",1800000.0,2,2,1,1,1150.0,7.356418686395365,8694,1,0,0
"City Centre, Kuala Lumpur",2200000.0,3,2,1,1,1445.0,7.328759920353174,8694,1,0,0
"City Centre, Kuala Lumpur",2800000.0,3,2,1,1,1442.0,7.571858524733551,8694,1,0,0
"City Centre, Kuala Lumpur",2500000.0,3,2,1,1,1614.0,7.345975832698507,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1486274.0,3,2,2,1,1377.0,6.985046425126253,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2281931.0,5,5,3,1,2766.0,6.716586457354328,12911,0,1,0
"Mont Kiara, Kuala Lumpur",4179629.0,5,4,3,1,5090.0,6.7119170055429285,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1732544.0,4,3,2,1,2163.0,6.687097655068175,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2213473.0,5,5,3,1,2766.0,6.68616466079456,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1486274.0,4,4,2,1,1377.0,6.985046425126253,12911,0,1,0
"Dutamas, Kuala Lumpur",1250000.0,5,4,3,1,1991.0,6.443853338053745,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1486274.0,5,4,2,1,1377.0,6.985046425126253,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1762805.0,5,4,3,1,2163.0,6.704391691920504,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2281931.0,5,4,3,1,2766.0,6.716586457354328,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1100000.0,3,2,2,1,1389.0,6.675743325717396,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1130000.0,3,2,2,1,1389.0,6.702617296621846,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2280000.0,5,4,3,1,2400.0,6.85751406254539,8694,1,0,0
"Sungai Besi, Kuala Lumpur",495000.0,1,1,1,1,750.0,6.493753839851686,12911,0,1,0
"Sungai Besi, Kuala Lumpur",495000.0,1,1,1,1,750.0,6.493753839851686,12911,0,1,0
"Sungai Besi, Kuala Lumpur",495000.0,1,1,1,1,750.0,6.493753839851686,12911,0,1,0
"Bangsar, Kuala Lumpur",7500000.0,4,5,3,1,4025.0,7.530669911366488,12911,0,1,0
"Bangsar, Kuala Lumpur",7200000.0,4,5,3,1,4025.0,7.48987026571358,12911,0,1,0
"Dutamas, Kuala Lumpur",1380000.0,4,5,2,1,2400.0,6.3561076606958915,12911,0,1,0
"Dutamas, Kuala Lumpur",1300000.0,4,4,2,1,1975.0,6.491069223002205,12911,0,1,0
"Dutamas, Kuala Lumpur",1258000.0,4,5,2,1,2084.0,6.404644540498946,12911,0,1,0
"Dutamas, Kuala Lumpur",1101440.0,4,4,2,1,1876.0,6.376933619025775,12911,0,1,0
"Dutamas, Kuala Lumpur",1350000.0,4,4,2,1,1707.0,6.674386073327974,8694,1,0,0
"Dutamas, Kuala Lumpur",1184000.0,4,4,2,1,1973.0,6.398763586659402,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1530000.0,4,3,2,1,1852.0,6.717966603665788,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",830000.0,2,1,2,1,969.0,6.754083156798524,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",805000.0,2,1,1,1,969.0,6.723535947319873,12911,0,1,0
"Cheras, Kuala Lumpur",600000.0,4,2,2,1,1472.0,6.012757963733612,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1745063.0,3,3,2,1,2163.0,6.694288519421325,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1501999.0,4,3,2,1,1377.0,6.995561305054076,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1784937.0,5,3,2,1,2065.0,6.7631644079399855,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2213473.0,5,4,3,1,2766.0,6.68616466079456,12911,0,1,0
"Dutamas, Kuala Lumpur",1030000.0,4,3,2,1,1799.0,6.35182820466161,12911,0,1,0
"Dutamas, Kuala Lumpur",930000.0,3,3,2,1,1451.0,6.464490611428023,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",1520000.0,3,3,2,1,1445.0,6.959306498581629,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2052000.0,5,4,3,1,2400.0,6.752270376141742,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1650000.0,4,3,2,1,1700.0,6.878932088464874,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1130000.0,4,3,2,1,1440.0,6.666603323124335,8694,1,0,0
"Sungai Besi, Kuala Lumpur",480000.0,1,1,1,1,780.0,6.423871144316534,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",4580000.0,6,5,4,1,3823.0,7.08925319036937,12911,0,1,0
"Bangsar, Kuala Lumpur",7633600.0,4,4,3,1,4771.0,7.3783837129967145,12911,0,1,0
"Bangsar, Kuala Lumpur",7912000.0,6,6,3,1,4945.0,7.3783837129967145,12911,0,1,0
"Bangsar, Kuala Lumpur",10492500.0,6,6,5,1,6995.0,7.313886831633462,12911,0,1,0
"Bangsar, Kuala Lumpur",6200000.0,5,5,3,1,4025.0,7.340428643076069,12911,0,1,0
"Bangsar, Kuala Lumpur",8158000.0,4,4,3,1,4771.0,7.4447830471121454,12911,0,1,0
"Bangsar, Kuala Lumpur",7986175.0,6,6,3,1,4945.0,7.38770923908104,12911,0,1,0
"Bangsar, Kuala Lumpur",8732900.0,6,6,3,1,5137.0,7.438971592395862,12911,0,1,0
"Pantai, Kuala Lumpur",1200000.0,4,3,2,1,1900.0,6.449805030786348,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",1150000.0,4,2,2,1,1509.0,6.637381355336799,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1300000.0,4,3,2,1,1678.0,6.65380687230893,12911,0,1,0
"Sungai Besi, Kuala Lumpur",495000.0,1,1,1,1,750.0,6.493753839851686,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",418000.0,3,2,1,1,918.0,6.123233085073967,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1800000.0,4,4,4,1,2556.0,6.558517400122382,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",775000.0,4,2,2,1,1094.0,6.5644329428679145,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",695000.0,4,2,2,1,1094.0,6.455644004686455,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",628000.0,2,2,2,1,852.0,6.604064687049611,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",768000.0,4,2,2,1,1094.0,6.555372494706563,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",728000.0,4,2,2,1,1094.0,6.50196196345491,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",608000.0,2,2,1,1,852.0,6.571743968981776,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",558000.0,2,2,1,1,852.0,6.486053431755885,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",690000.0,4,2,2,1,1904.0,5.895490281301132,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",645000.0,2,2,2,1,852.0,6.63073912752033,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",718000.0,4,2,2,1,1094.0,6.488151382310813,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",698000.0,4,2,2,1,1094.0,6.459944507018154,2538,0,0,1
"Jalan Kuching, Kuala Lumpur",330000.0,2,1,1,5,684.0,6.180960597957342,48,1,0,0
"Taman Desa, Kuala Lumpur",700000.0,3,2,1,1,1152.0,6.411225134351571,8694,1,0,0
"Bangsar, Kuala Lumpur",990000.0,2,2,1,1,1098.0,6.805323076363445,8694,1,0,0
"Pantai, Kuala Lumpur",750000.0,3,2,1,1,1150.0,6.481843423133274,8694,1,0,0
"Dutamas, Kuala Lumpur",730000.0,4,3,2,1,1356.0,6.29036115578753,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",1944000.0,5,5,3,1,2400.0,6.698268054115413,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2280000.0,5,3,3,1,2400.0,6.85751406254539,8694,1,0,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",1918080.0,5,5,3,1,2368.0,6.698268054115413,12911,0,1,0
"Pantai, Kuala Lumpur",850000.0,1,2,1,1,1135.0,6.619938101956273,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",680000.0,4,2,2,1,1075.0,6.451351770664376,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",4200000.0,6,6,3,1,3832.0,7.000364909148719,8694,1,0,0
"KL Sentral, Kuala Lumpur",1750000.0,2,2,1,1,1464.0,7.08703487307617,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",668000.0,3,2,2,1,1232.0,6.297491921148579,8694,1,0,0
"KLCC, Kuala Lumpur",1800000.0,3,3,3,1,1232.0,7.287587289092098,8694,1,0,0
"KLCC, Kuala Lumpur",1300000.0,2,1,2,1,871.0,7.308902621229467,8694,1,0,0
"KLCC, Kuala Lumpur",1830000.0,4,4,3,1,1668.0,7.001357002167278,8694,1,0,0
"KLCC, Kuala Lumpur",850000.0,2,1,1,1,601.0,7.255103502906496,8694,1,0,0
"Setapak, Kuala Lumpur",530000.0,5,2,1,1,1313.0,6.0030367061222325,12911,0,1,0
"City Centre, Kuala Lumpur",1180000.0,4,3,1,1,1806.0,6.483684600905077,12911,0,1,0
"KLCC, Kuala Lumpur",1700000.0,4,3,1,1,2098.0,6.698632376820037,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",620000.0,3,2,2,1,1206.0,6.244353651647941,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",320000.0,3,2,1,0,950.0,5.822578642145338,627,0,1,0
"Cheras, Kuala Lumpur",880000.0,4,3,2,3,22.0,10.596659732783579,2861,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",1450000.0,3,2,2,1,1680.0,6.761682992006151,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1000000.0,4,4,2,1,2036.0,6.198802110454846,8694,1,0,0
"Ampang, Kuala Lumpur",950000.0,0,2,1,1,910.0,6.951730100314272,8694,1,0,0
"KL Sentral, Kuala Lumpur",2524500.0,4,4,2,1,1870.0,7.208600337960199,12911,0,1,0
"Setapak, Kuala Lumpur",468000.0,3,2,2,1,1100.0,6.055505785530087,12911,0,1,0
"Cheras, Kuala Lumpur",399000.0,4,2,1,1,1025.0,5.966834432564567,12911,0,1,0
"Dutamas, Kuala Lumpur",1669000.0,4,4,2,1,1423.0,7.068064847642899,12911,0,1,0
"Taman Melawati, Kuala Lumpur",2400000.0,5,5,2,3,3000.0,6.68586094706836,722,0,0,1
"Mont Kiara, Kuala Lumpur",2250000.0,5,4,2,1,2973.0,6.6304344123231695,12911,0,1,0
"Cheras, Kuala Lumpur",1090000.0,6,5,2,3,2395.0,6.122744581648203,722,0,0,1
"Bukit Jalil, Kuala Lumpur",570000.0,2,2,2,1,1032.0,6.315946583057867,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",580000.0,3,2,2,1,1067.0,6.300015096300161,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",680000.0,3,2,2,1,1168.0,6.368516087354256,12911,0,1,0
"Jalan Ipoh, Kuala Lumpur",620000.0,3,2,1,1,1037.0,6.395058732231643,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",420000.0,4,2,2,1,1200.0,5.860786223465865,12911,0,1,0
"Kuchai Lama, Kuala Lumpur",400000.0,2,2,1,1,970.0,6.024345819025067,2538,0,0,1
"Setapak, Kuala Lumpur",300000.0,3,2,1,1,800.0,5.929589143389895,2538,0,0,1
"Sentul, Kuala Lumpur",700000.0,3,3,1,1,1087.0,6.469210379611253,8694,1,0,0
"Sentul, Kuala Lumpur",1750000.0,3,2,3,1,2400.0,6.593272818585843,8694,1,0,0
"Jalan Kuching, Kuala Lumpur",285000.0,3,2,1,1,870.0,5.794799229361714,12911,0,1,0
"Sentul, Kuala Lumpur",720000.0,4,3,1,1,1345.0,6.284723511865977,8694,1,0,0
"Sentul, Kuala Lumpur",690000.0,4,3,3,1,1345.0,6.242244962527869,8694,1,0,0
"Sentul, Kuala Lumpur",680000.0,4,3,1,1,1345.0,6.227674772742752,12911,0,1,0
"Sentul, Kuala Lumpur",720000.0,4,2,1,1,1345.0,6.284723511865977,12911,0,1,0
"Segambut, Kuala Lumpur",2500000.0,5,5,3,3,3600.0,6.544551129588482,2861,0,1,0
"Mont Kiara, Kuala Lumpur",1800000.0,5,5,3,1,2405.0,6.619327259635468,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2300000.0,5,4,2,1,2973.0,6.652384631897529,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1550000.0,4,4,2,1,1878.0,6.71701370861988,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1650000.0,4,4,2,1,2020.0,6.706656549132057,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1600000.0,4,4,2,1,1878.0,6.748724589135817,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1750000.0,4,3,2,1,1668.0,6.956698451885925,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",998000.0,4,2,2,1,1523.0,6.486596091268423,2538,0,0,1
"Mont Kiara, Kuala Lumpur",3180000.0,5,4,2,1,3000.0,6.966967138613983,8694,1,0,0
"Jalan Ipoh, Kuala Lumpur",630000.0,3,2,2,1,987.0,6.460370499658939,12911,0,1,0
"Jalan Ipoh, Kuala Lumpur",632000.0,3,2,2,1,987.0,6.46353512435714,12911,0,1,0
"Jalan Kuching, Kuala Lumpur",1650000.0,7,6,4,3,6120.0,5.6006706995637145,2861,0,1,0
"Jalan Kuching, Kuala Lumpur",1650000.0,6,5,4,3,6120.0,5.6006706995637145,533,1,0,0
"Jalan Kuching, Kuala Lumpur",1650000.0,6,5,4,3,6120.0,5.6006706995637145,533,1,0,0
"Taman Tun Dr Ismail, Kuala Lumpur",788000.0,0,1,1,1,524.0,7.316426438140607,8694,1,0,0
"Bangsar, Kuala Lumpur",8500000.0,7,5,6,1,4773.0,7.485407776267768,12911,0,1,0
"City Centre, Kuala Lumpur",1500000.0,1,1,1,1,1131.0,7.190871905841124,12911,0,1,0
"Bangsar, Kuala Lumpur",3500000.0,5,5,3,1,4111.0,6.748025821720993,12911,0,1,0
"Bangsar, Kuala Lumpur",4200000.0,5,5,3,1,4760.0,6.783724827624065,12911,0,1,0
"Setapak, Kuala Lumpur",375000.0,3,2,2,1,1009.0,5.92065333790217,2538,0,0,1
"Sentul, Kuala Lumpur",630000.0,4,2,2,1,1355.0,6.144066849059165,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2350000.0,5,5,2,1,2798.0,6.734455660945131,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1100000.0,5,3,3,1,2147.0,6.240943855749451,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2200000.0,7,7,3,1,3985.0,6.315485052199844,8694,1,0,0
"Cheras, Kuala Lumpur",785000.0,4,3,2,1,1700.0,6.137218730273027,12911,0,1,0
"Sri Petaling, Kuala Lumpur",385000.0,3,2,1,1,1129.0,5.834839225357155,2538,0,0,1
"Sri Petaling, Kuala Lumpur",380000.0,3,2,1,1,1129.0,5.821805615330161,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",580000.0,4,3,1,1,1355.0,6.06156013141682,12911,0,1,0
"Desa Petaling, Kuala Lumpur",480000.0,3,2,2,1,1200.0,5.993961427306569,12911,0,1,0
"Cheras, Kuala Lumpur",550000.0,4,3,2,3,20.0,10.221977646629885,722,0,0,1
"Ampang, Kuala Lumpur",790000.0,3,3,3,3,20.0,10.584081267024454,2861,0,1,0
"Sri Petaling, Kuala Lumpur",648000.0,4,3,3,3,18.0,10.491301994830229,722,0,0,1
"Taman Desa, Kuala Lumpur",298000.0,3,2,1,0,930.0,5.772780125104254,627,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",720000.0,4,2,2,1,22.0,10.395994592722666,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",640000.0,1,1,1,1,721.0,6.789710246455559,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",1300000.0,6,4,4,1,1930.0,6.514083054965554,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",660000.0,3,2,2,1,935.0,6.560864248855084,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",730000.0,4,2,3,1,42.0,9.763187727432749,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1100000.0,5,4,4,1,1772.0,6.432566219572202,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",800000.0,3,2,2,1,1170.0,6.529069410446712,12911,0,1,0
"KLCC, Kuala Lumpur",670000.0,2,2,1,1,972.0,6.53712688185967,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",1100000.0,3,2,2,1,1254.0,6.7778663672691595,12911,0,1,0
"Sungai Besi, Kuala Lumpur",480000.0,1,1,1,1,750.0,6.46302945692067,12911,0,1,0
"Sungai Besi, Kuala Lumpur",630000.0,3,2,2,1,1025.0,6.422652868817351,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1100000.0,3,3,2,1,1521.0,6.585079217694993,12911,0,1,0
"Sungai Besi, Kuala Lumpur",750000.0,2,2,2,1,1259.0,6.391432710748725,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",2100000.0,4,4,3,1,2563.0,6.709733908344428,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",750000.0,3,3,2,1,1300.0,6.359440774907624,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",1150000.0,4,2,2,1,1409.0,6.7058614558657474,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",730000.0,4,2,2,1,992.0,6.602434687474709,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1200000.0,4,3,2,1,1420.0,6.740602597909209,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",2600000.0,5,6,4,3,4344.0,6.3961405164264855,2861,0,1,0
"Mont Kiara, Kuala Lumpur",2280000.0,5,5,3,1,2702.0,6.739122868467626,12911,0,1,0
"KLCC, Kuala Lumpur",2200000.0,3,2,1,1,1302.0,7.432902738686532,8694,1,0,0
"KLCC, Kuala Lumpur",1250000.0,2,1,1,1,635.0,7.585536981397475,8694,1,0,0
"KLCC, Kuala Lumpur",2025000.0,3,2,1,1,1350.0,7.313886831633462,8694,1,0,0
"KLCC, Kuala Lumpur",2108000.0,3,2,1,1,1240.0,7.438971592395862,12911,0,1,0
